run,annotation_id,source_id,title,gold_triage_class,pred_triage_class,gold_notes,model_notes,model_evidence,url,correct,error_type
llama31_8b_hierarchical,ann_0024,so_media_2025_oktober,Regierungsratssitzung vom 28. Oktober 2025 - Kanton Solothurn,needs_review,not_relevant,Nur Beschlusstitel zu Drehscheibe und Strassensanierung. Geometrische Details fehlen.,"no TLM geometry update expected, only administrative content","Botschaft und Entwurf zur Bewilligung eines Verpflichtungskredits für die Strassensanierung in Kienberg (Anwilerstrasse, Dorfeinfahrt bis Brunn­ackergraben, Dorfzentrum)",https://so.ch/verwaltung/staatskanzlei/medien/medienarchiv-2025/oktober/oktober-2025/news/regierungsratssitzung-vom-28-oktober-2025/,False,needs_review_to_not_relevant
llama31_8b_hierarchical,ann_0047,so_media_2024_oktober,Regierungsratssitzung vom 29. Oktober 2024 - Kanton Solothurn,needs_review,not_relevant,Verkehrskonzept gegen Ausweichverkehr nur als Beschlusstitel. Keine konkrete Geometrie.,"no TLM geometry update expected, only administrative content",administrative decisions and announcements,https://so.ch/verwaltung/staatskanzlei/medien/medienarchiv-2024/oktober/oktober-2024/news/regierungsratssitzung-vom-29-oktober-2024/,False,needs_review_to_not_relevant
llama31_8b_hierarchical,ann_0080,lu_vif_baustellen,Römerswil: Sanierung Kantonsstrasse und Bushaltestelle - Kanton Luzern,needs_review,not_relevant,"Sanierung und Bushaltestellenausbau nach Normen, aber keine explizite TLM relevante Geometrieänderung.","no TLM geometry update expected, only planning and construction information","Übersichtsplan mit eingezeichnetem Projektperimeter, Behig-konformer Ausbau der beiden Haltekanten der Bushaltestelle Dorf, Verbreiterung des Trottoirs auf Seite des Schulhauses, Strassensanierung im Abschnitt Chäppeliacher, Aufhebung der nicht behig-konformen Bushaltestelle Chäppeliacher",https://vif.lu.ch/kantonsstrassen/baustellen/roemerswil,False,needs_review_to_not_relevant
llama31_8b_hierarchical,ann_0088,lu_vif_planung_studien,Neugestaltung Seetalstrasse Emmen Dorf - Kanton Luzern,needs_review,not_relevant,"Gestaltungskonzept mit Radstreifen, Busspur und Schutzinseln, aber noch Planungsstand ohne klare umzusetzende TLM Geometrie.","No concrete geometry triggers mentioned, only planning and participation process.","Gestaltungskonzept liegt vor, Gesamten Strassenraum betrachten, Lösungsvarianten werden entwickelt",https://vif.lu.ch/kantonsstrassen/planung_studien/seetalstrasse_emmen_dorf,False,needs_review_to_not_relevant
llama31_8b_hierarchical,ann_0090,lu_vif_planung_studien,Sanierung Gerliswilstrasse - Kanton Luzern,needs_review,confirmed_relevant,"Sanierung und neue Ausgestaltung mit Busführung und eingeschränkten Erschliessungen, aber keine explizite Geometrieänderung.",new physically separated bike path,"Hangaufwärts schafft künftig ein 1,80 Meter breiter Velostreifen mehr Sicherheit für die Velofahrerinnen und Velofahrer.",https://vif.lu.ch/kantonsstrassen/planung_studien/Gerliswilstrasse,False,needs_review_to_confirmed_relevant
llama31_8b_hierarchical,ann_0108,zg_tba_strassenprojekte,Fokusstudie Mobilität Ägerital,needs_review,not_relevant,"Fokusstudie mit Handlungsfeldern, aber ohne konkretes Bauprojekt oder definierte Geometrie.","no TLM geometry update expected, planning and study","Fokusstudie Mobilität 2040 for Ägerital, planning and study",https://zg.ch/de/planen-bauen/tiefbau/strassenprojekte/fokusstudie_mobilitaet_aegerital,False,needs_review_to_not_relevant
llama31_8b_hierarchical,ann_0111,zg_tba_strassenprojekte,"KS J, Lorze Steinhauserstrasse, Baar/Zug",confirmed_relevant,needs_review,Neuer Rad- und Gehweg sowie geplante Rad- und Gehwegunterführung schaffen neue dauerhafte Weggeometrie.,"plausible signal: new Rad-/Gehweg, missing evidence: no concrete geometry measures",Rad-/Gehweg und eine sichere ebenerdige Querung der Schochenmühlestrasse sowie eine Rad-/Gehwegunterführung,https://zg.ch/de/planen-bauen/tiefbau/strassenprojekte/ks-j_lorze-steinhauserstrasse_baar-zug,False,confirmed_relevant_to_needs_review
llama31_8b_hierarchical,ann_0120,zg_tba_strassenprojekte,"Instandsetzung Alte Lorzentobelbrücke, Baar und Menzingen",not_relevant,confirmed_relevant,Instandsetzung der bestehenden Brücke ohne Hinweis auf neue Lage oder geänderte Wegführung.,new bridge with geometry effect,"Die alte Lorzentobelbrücke ist in einem baulich schlechten Zustand.... Mit der Instandsetzung der Brücke unter Beachtung denkmal-pflegerischer Aspekte ist eine weitere, unterhaltsarme Nutzung für die nächsten 75 Jahre gewährleistet.",https://zg.ch/de/planen-bauen/tiefbau/strassenprojekte/instandsetzung_alte-lorzentobelbruecke,False,not_relevant_to_confirmed_relevant
llama31_8b_hierarchical,ann_0145,bs_bauprojekte_tiefbau,Erneuerung Dreispitzknoten,needs_review,confirmed_relevant,"Knotenumbau mit Rechtsabbiegespur und Velostreifen, aber keine neue Verbindung oder separate Achse klar beschrieben.","new connection, new or changed junction, new roundabout",Die von Basel-Landschaft kommenden Velostreifen in beide Richtungen entlang der ganzen Münchensteinerstrasse über die Kreuzung,https://www.bs.ch/bauprojekte/bauprojekte-fuer-strassen-gruenanlagen-gewaesser/erneuerung-dreispitzknoten,False,needs_review_to_confirmed_relevant
llama31_8b_hierarchical,ann_0150,bs_bauprojekte_tiefbau,Erneuerung Laupenring,needs_review,not_relevant,"Veloführung, Velostreifenaufhebung und Fahrbahnbreite zugunsten Grünflächen, aber keine separate neue Achse oder Netzänderung.","Only maintenance and surface work mentioned, no geometry update signals.","Leitungssanierungen, Fernwärmeausbau, Fahrbahnbreite reduziert, Grünflächen vergrössert",https://www.bs.ch/schwerpunkte/bauprojekte/seiten/bauprojekte-fuer-strassen-gruenanlagen-gewaesser/erneuerung-laupenring,False,needs_review_to_not_relevant
llama31_8b_hierarchical,ann_0151,bs_bauprojekte_tiefbau,Erneuerung Lehenmattstrasse,confirmed_relevant,not_relevant,Ein bestehender Velostreifen wird zu einem abgetrennten Veloweg und damit zu einer eigenständigen Weggeometrie.,"no TLM geometry update expected, only infrastructure and bus stop accessibility work","road resurfacing, bus stop accessibility work",https://www.bs.ch/bauprojekte/bauprojekte-fuer-strassen-gruenanlagen-gewaesser/erneuerung-lehenmattstrasse,False,confirmed_relevant_to_not_relevant
llama31_8b_hierarchical,ann_0170,bs_bauprojekte_tiefbau,Projektwettbewerb Solitude-Promenade,needs_review,not_relevant,"Projektwettbewerb zur Promenadenumgestaltung, aber noch keine konkrete bauliche Weggeometrie.","No TLM geometry update expected, only planning and presentation of a project","The source describes a project competition and the presentation of a winning project, but no concrete geometry changes are mentioned.",https://www.bs.ch/bauprojekte/tiefbauprojekte/projektwettbewerb-solitude-promenade,False,needs_review_to_not_relevant
llama31_8b_hierarchical,ann_0177,bs_bauprojekte_tiefbau,Tram Klybeck,needs_review,not_relevant,"Neue Tramstrecke durch Klybeck, aber keine klare TLM relevante Strassen- oder Weggeometrie.","no TLM geometry update expected, only planning and participation content","Partizipation, Quartierinformation, Anhörung",https://www.bs.ch/schwerpunkte/bauprojekte/seiten/bauprojekte-fuer-strassen-gruenanlagen-gewaesser/tram-klybeck,False,needs_review_to_not_relevant
llama31_8b_hierarchical,ann_0178,bs_bauprojekte_tiefbau,Tram Margarethenverbindung,needs_review,confirmed_relevant,"Neue Tramstrecke und Bezug zu späteren Umbauten, aber keine konkrete Strassen- oder Weggeometrie in dieser Source.","new connection between Margarethen and Binningen, Dorenbach via Margarethenstich","Die Margarethenverbindung verbindet die Haltestellen Margarethen und Binningen, Dorenbach via Margarethenstich.",https://www.bs.ch/schwerpunkte/bauprojekte/seiten/bauprojekte-fuer-strassen-gruenanlagen-gewaesser/tram-margarethenverbindung,False,needs_review_to_confirmed_relevant
llama31_8b_hierarchical,ann_0189,sg_planauflagen_kantonsstrassen,"Gams: FGS 811, Feuerwehrdepot - O9.010.005.2901; Öffentliche Planauflage vom 25. März bis 23. April 2026",needs_review,not_relevant,Planauflage zu Fussgängerstreifen ohne Projektbeschreibung; mögliche lokale Geometrie bleibt nur in Unterlagen prüfbar.,no TLM geometry update expected,no relevant information about road or path network changes,https://www.sg.ch/bauen/tiefbau/oeffentliche-planauflagen-kantonsstrassenprojekte/abgeschlossene-planauflagen/garns--fgs-811--feuerwehrdepot---o9-010-005-2901--oeffentliche-p.html,False,needs_review_to_not_relevant
llama31_8b_hierarchical,ann_0213,sg_planauflagen_kantonsstrassen,"Flawil: Geh- und Radweg Scheidwegkreisel, Bogenstrasse - B79.5.010.017; Öffentliche Planauflage vom 22. April bis 21. Mai 2026",confirmed_relevant,not_relevant,Planauflage für Geh und Radweg zwischen Scheidwegkreisel und Bogenstrasse beschreibt eine neue dauerhafte Langsamverkehrsverbindung.,no TLM geometry update expected,no relevant TLM geometry update signals found,https://www.sg.ch/bauen/tiefbau/oeffentliche-planauflagen-kantonsstrassenprojekte/laufende-planauflagen/flawil--geh--und-radweg-scheidwegkreisel--bogenstrasse---b79-5-0.html,False,confirmed_relevant_to_not_relevant
llama31_8b_hierarchical,ann_0250,be_region_berner_oberland,Sanierung Ortsdurchfahrt Matten,needs_review,not_relevant,"Ortsdurchfahrtssanierung mit Querungslösungen und Gestaltung, aber ohne belegte neue Linienführung oder Netzverbindung.","no TLM geometry update expected, only planning and BIM strategy","planning and BIM strategy, no concrete geometry measures",https://www.kantonsstrassen-projekte.bvd.be.ch/de/start/region-berner-oberland/sanierung-ortsdurchfahrt-matten.html,False,needs_review_to_not_relevant
llama31_8b_hierarchical,ann_0255,be_region_berner_mittelland,Neue Haltestelle Guisanplatz Bern,needs_review,confirmed_relevant,Tramhaltestelle und Tramführung sind primär ÖV Infrastruktur; konkrete Änderung der TLM Strassengeometrie ist nicht belegt.,"new connection, new junction",Die Tramhaltestelle Guisanplatz im Norden von Bern soll ab 2026 an die Papiermühlestrasse verschoben werden. Das Nünitram soll künftig von der Rodtmattstrasse direkt in die Papiermühlestrasse einbiegen.,https://www.kantonsstrassen-projekte.bvd.be.ch/de/start/region-berner-mittelland/neue-haltestelle-guisanplatz-bern.html,False,needs_review_to_confirmed_relevant
llama31_8b_hierarchical,ann_0262,zh_geplante_strassenprojekte,Geplantes Strassenprojekt Richterswil (Samstagern),confirmed_relevant,needs_review,Zwei neue Kreisel und Schliessung einer Radweglücke ändern Knotenlogik und Langsamverkehrsnetz.,"plausible signals: new roundabouts, closed bike path, road resurfacing, but missing evidence for implementation","two roundabouts, one 1.2 km road resurfacing, closed 400 m bike path",https://www.zh.ch/de/planen-bauen/tiefbau/geplante-strassenprojekte/geplantes-strassenprojekt-richterswil--samstagern-.html,False,confirmed_relevant_to_needs_review
llama31_8b_hierarchical,ann_0272,be_region_berner_mittelland,Sanierung Ortsdurchfahrt Stettlen,confirmed_relevant,needs_review,Fussgängerstreifen mit Mittelinseln und durchgehende Trottoirs verändern lokale Geometrieelemente der Strasse.,"plausible signal: new road alignment, missing evidence: no concrete geometry measures mentioned","Die Ortsdurchfahrt von Stettlen muss zwischen der Bleichestrasse und der Bergackerstrasse saniert werden, denn die Strasse, das Trottoir und verschiedene Leitungen sind in die Jahre gekommen.",https://www.kantonsstrassen-projekte.bvd.be.ch/de/start/region-berner-mittelland/sanierung-ortsdurchfahrt-stettlen.html,False,confirmed_relevant_to_needs_review
llama31_8b_hierarchical,ann_0273,be_region_berner_mittelland,Sanierung Ortsdurchfahrt Biglen,confirmed_relevant,needs_review,Neubau eines Kreisels und Anpassung mehrerer Einmündungen führen zu klarer Änderung der Netzstruktur und Knotenlogik.,"Plausible signals: new roundabout, new pedestrian crossing island, new Mittelinsel, new markings. Missing evidence: confirmation of implementation.",Neubau des Kreisels Bahnhofstrasse mit Vergrösserung des inneren Kreises Ausgestaltung von Torsituationen an beiden Ortseingängen Mittelinseln bei den Fussgängerstreifen Markierung farbiger Bänder auf der Strasse im Zentrum (optische Einengung der Fahrbahn),https://www.kantonsstrassen-projekte.bvd.be.ch/de/start/region-berner-mittelland/sanierung-ortsdurchfahrt-biglen.html,False,confirmed_relevant_to_needs_review
llama31_8b_hierarchical,ann_0285,zh_geplante_strassenprojekte,Geplantes Strassenprojekt Regensdorf Bahnhof Nord,confirmed_relevant,not_relevant,Kreisel Ostring Feldstrasse wird zu Kreuzung mit Lichtsignalanlage umgebaut; Knotenlogik und Verkehrsverbindungen ändern sich.,"No concrete geometry triggers mentioned, only planning and construction information.","Planning and construction information, no geometry changes mentioned.",https://www.zh.ch/de/planen-bauen/tiefbau/geplante-strassenprojekte/strassenprojekt-regensdorf-bahnhof-nord.html,False,confirmed_relevant_to_not_relevant
llama31_8b_hierarchical,ann_0286,ag_strassenprojekte,JavaScript deaktiviert oder nicht unterstützt.,not_relevant,needs_review,"Klassische Sanierung mit Werkleitungsersatz, Hochwasserschutz und Belag ohne erkennbare Änderung der Linienführung oder Netzstruktur.","plausible geometry signal: road resurfacing, missing evidence: concrete geometry measures",Der Kanton saniert den fast 40-jährigen Belag der Kantonsstrasse und baut neu einen lärmarmen Deckbelag ein.,https://www.ag.ch/de/themen/mobilitaet-verkehr/strasseninfrastruktur/strassenprojekte/aarau-obere-vorstadt,False,not_relevant_to_needs_review
llama31_8b_hierarchical,ann_0299,be_region_berner_mittelland,Sanierung Emmentalstrasse Konolfingen,confirmed_relevant,not_relevant,Kreuzung Mooshausstrasse wird zu einem Kreisel umgebaut; damit ändert sich die Knotenlogik.,"Only maintenance, surface work, markings, and temporary traffic management mentioned.","Strassenbelag, Verkehrssicherheit, Farbige Bänder, Tempo 30, Einbahnregime, Umleitungen",https://www.kantonsstrassen-projekte.bvd.be.ch/de/start/region-berner-mittelland/sanierung-emmentalstrasse-konolfingen.html,False,confirmed_relevant_to_not_relevant
llama31_8b_hierarchical,ann_0306,zh_geplante_strassenprojekte,Geplantes Strassenprojekt Turbenthal,confirmed_relevant,needs_review,Kreuzung Tösstalstrasse St Gallerstrasse wurde in einen Kreisel umgebaut; Knotenlogik und Netzstruktur ändern sich.,"Plausible signals for new road and new pedestrian crossing island, but no concrete geometry evidence for implementation","new road, new pedestrian crossing island",https://www.zh.ch/de/planen-bauen/tiefbau/geplante-strassenprojekte/geplantes-strassenprojekt-turbenthal.html,False,confirmed_relevant_to_needs_review
llama31_8b_hierarchical,ann_0324,sg_mitwirkung_kantonsstrassen,Mels: Strassenraumgestaltung Wangserstrasse - B38.2.073.010; Mitwirkung vom 21. März bis 21. April 2022,confirmed_relevant,not_relevant,"Stützmauer wird instandgesetzt, aber Strassenachse und Netzstruktur bleiben unverändert.","Only planning and coordination of a lärmsanierungsprojekt, no concrete geometry changes mentioned.","Lärmsanierungsprojekt «Kantonsstrassen Nr. 73, 74, 117, Mels: Lärmsanierungsprojekt Mels, Abschnitt 38.1 - B38.7.038.002»",https://www.sg.ch/bauen/tiefbau/mitwirkung-kantonsstrassenprojekte/mitwirkungsverfahren--abgelaufene-kantonsstrassenprojekte/mels--strassenraumgestaltung-wangserstrasse---b38-2-073-010--mit.html,False,confirmed_relevant_to_not_relevant
qwen14b_hierarchical,ann_0006,so_media_2025_oktober,Gesamtverkehrsprojekt Oensingen: Jetzt startet die Mitwirkung - Kanton Solothurn,confirmed_relevant,needs_review,"Kantonsstrasse wird an den Dorfrand verlegt, mit Entlastungsstrasse, Unterführung sowie neuen Fuss und Velowegen.","The source mentions a planned relocation of the road, but there is no confirmed implementation timeline or detailed geometry information.",Demnach wird die heute durch den Ort führende Kantonsstrasse an den südlichen Dorfrand und ins Industriegebiet verlegt.,https://so.ch/verwaltung/staatskanzlei/medien/medienarchiv-2025/oktober/oktober-2025/news/gesamtverkehrsprojekt-oensingen-jetzt-startet-die-mitwirkung/,False,confirmed_relevant_to_needs_review
qwen14b_hierarchical,ann_0010,so_media_2025_februar,Die Mobilitätsdrehscheibe Bahnhof Solothurn Süd nimmt Fahrt auf - Kanton Solothurn,confirmed_relevant,not_relevant,Neue direkte Fuss und Veloverbindung in der Nord Süd Achse beim Bahnhof Solothurn Süd schafft eine eigenständige Netzverbindung.,The source describes planning and funding decisions for a mobility hub project without providing concrete geometry updates.,The source text discusses planning and funding for the 'Mobility Hub Solothurn South' project but does not mention any specific road or path geometry changes.,https://so.ch/verwaltung/staatskanzlei/medien/medienarchiv-2025/februar/februar-2025/news/die-mobilitaetsdrehscheibe-bahnhof-solothurn-sued-nimmt-fahrt-auf/,False,confirmed_relevant_to_not_relevant
qwen14b_hierarchical,ann_0024,so_media_2025_oktober,Regierungsratssitzung vom 28. Oktober 2025 - Kanton Solothurn,needs_review,not_relevant,Nur Beschlusstitel zu Drehscheibe und Strassensanierung. Geometrische Details fehlen.,The source text does not contain any information about concrete geometry or topology updates for roads or paths.,None of the items discussed in the meeting relate to road or path geometry changes.,https://so.ch/verwaltung/staatskanzlei/medien/medienarchiv-2025/oktober/oktober-2025/news/regierungsratssitzung-vom-28-oktober-2025/,False,needs_review_to_not_relevant
qwen14b_hierarchical,ann_0047,so_media_2024_oktober,Regierungsratssitzung vom 29. Oktober 2024 - Kanton Solothurn,needs_review,not_relevant,Verkehrskonzept gegen Ausweichverkehr nur als Beschlusstitel. Keine konkrete Geometrie.,The source text does not contain any information about road geometry or topology updates.,None of the items listed in the source text mention any road geometry or topology changes.,https://so.ch/verwaltung/staatskanzlei/medien/medienarchiv-2024/oktober/oktober-2024/news/regierungsratssitzung-vom-29-oktober-2024/,False,needs_review_to_not_relevant
qwen14b_hierarchical,ann_0080,lu_vif_baustellen,Römerswil: Sanierung Kantonsstrasse und Bushaltestelle - Kanton Luzern,needs_review,not_relevant,"Sanierung und Bushaltestellenausbau nach Normen, aber keine explizite TLM relevante Geometrieänderung.",The source describes road surfacing and minor infrastructure improvements without any concrete geometry or topology changes.,Strassensanierung im Abschnitt Chäppeliacher,https://vif.lu.ch/kantonsstrassen/baustellen/roemerswil,False,needs_review_to_not_relevant
qwen14b_hierarchical,ann_0096,so_avt_projekte,Gesamtverkehrsprojekt Oensingen - Kanton Solothurn,confirmed_relevant,needs_review,"Neue Entlastungsstrasse, zusätzliche Velo- und Fusswege sowie neue Unterführung verändern das Verkehrsnetz.","The source describes a planned relocation of the cantonal road to the south of the village and into the industrial area, which could imply a significant topology change. However, the project is still in the early planning phase, and there is no concrete confirmation of implementation.",Die heute durchs Dorf führende Kantonsstrasse wird an den südlichen Dorfrand und ins Industriegebiet verschoben.,https://so.ch/verwaltung/bau-und-justizdepartement/amt-fuer-verkehr-und-tiefbau/projekte/gesamtverkehrsprojekt-oensingen/,False,confirmed_relevant_to_needs_review
qwen14b_hierarchical,ann_0106,zg_tba_strassenprojekte,"KS 381, Denkmal Morgarten, Oberägeri",confirmed_relevant,not_relevant,Durchgehender Rad- und Gehweg sowie erweiterte Gehwegverbindung schaffen ein dauerhaftes Langsamverkehrselement.,"The source describes road resurfacing, widening, and improvements to sidewalks and bus stops, but does not mention any changes to the road or path network geometry or topology.","Das seeseitige Trottoir wird für einen durchgehenden Rad- und Gehweg auf rund 3,5 m verbreitert. Das bergseitige Trottoir wird um rund 140 m erweitert, so dass eine durchgehende Verbindung zum Schulhaus Morgarten entsteht.",https://zg.ch/de/planen-bauen/tiefbau/strassenprojekte/denkmal-morgarten,False,confirmed_relevant_to_not_relevant
qwen14b_hierarchical,ann_0108,zg_tba_strassenprojekte,Fokusstudie Mobilität Ägerital,needs_review,not_relevant,"Fokusstudie mit Handlungsfeldern, aber ohne konkretes Bauprojekt oder definierte Geometrie.",The source describes planning activities and goals for mobility improvements but does not contain any concrete geometry or topology updates.,The document outlines plans for mobility concepts and infrastructure improvements but lacks specific details about road or path geometry changes.,https://zg.ch/de/planen-bauen/tiefbau/strassenprojekte/fokusstudie_mobilitaet_aegerital,False,needs_review_to_not_relevant
qwen14b_hierarchical,ann_0111,zg_tba_strassenprojekte,"KS J, Lorze Steinhauserstrasse, Baar/Zug",confirmed_relevant,needs_review,Neuer Rad- und Gehweg sowie geplante Rad- und Gehwegunterführung schaffen neue dauerhafte Weggeometrie.,Plausible new bike/pedestrian path but no concrete confirmation.,ein Rad-/Gehweg und bei der Lorze eine sichere ebenerdige Querung der Schochenmühlestrasse sowie eine Rad-/Gehwegunterführung geplant.,https://zg.ch/de/planen-bauen/tiefbau/strassenprojekte/ks-j_lorze-steinhauserstrasse_baar-zug,False,confirmed_relevant_to_needs_review
qwen14b_hierarchical,ann_0114,zg_tba_strassenprojekte,"KS K, Instandsetzung Lorzenbrücke Strasse K, Baar",confirmed_relevant,needs_review,Neue Radwegunterführung und neue Mittelinsel schaffen dauerhafte Weg- und Querungsgeometrien.,"The source mentions a new bike underpass and a pedestrian crossing improvement with a central island, which could imply a geometry change, but the confirmation of these changes is not provided.",Bau einer neuen Radwegunterführung längs der Lorze unter der Kantonsstrasse K. Verbesserung der Querung für zu Fuss Gehende auf der Höhe der Mühlegasse mit einer Mittelinsel.,https://zg.ch/de/planen-bauen/tiefbau/strassenprojekte/instandsetzung-und-verbreiterung-der-lorzenbruecke-der-strasse-k-in-baar,False,confirmed_relevant_to_needs_review
qwen14b_hierarchical,ann_0115,zg_tba_strassenprojekte,"KS F, Hinterbergstrasse, FG-Übergang, Cham",needs_review,not_relevant,"Neues Trottoir und Fussgängerübergang sind genannt, aber eigenständige TLM Weggeometrie bleibt unklar.",The source describes resurfacing and optimization of existing infrastructure without any concrete geometry or topology changes.,"Mit dem Neubau des Trottoirs und des Fussgängerübergangs an der Hinterbergstrasse in Cham soll die Verkehrssicherheit, für die zu Fuss Gehenden zwischen der SBB-Station Rigiblick Steinhausen und dem Industriegebiet Cham erhöht werden.",https://zg.ch/de/planen-bauen/tiefbau/strassenprojekte/ks-f_hinterbertstrasse_fg-uebergang_cham,False,needs_review_to_not_relevant
qwen14b_hierarchical,ann_0129,zg_tba_strassenprojekte,KS 381 Nidfuren Schmittli,confirmed_relevant,needs_review,Neubau der Brügglitobelbrücke und angepasste Kurven verändern den Strassenverlauf dauerhaft.,"The source mentions road widening, curve adjustments, and the construction of a new bridge, which could imply geometry changes. However, there is no explicit confirmation of these changes being implemented.",Die Kantonsstrasse 381... Es wurden auf beiden Fahrbahnseiten Radstreifen angebracht. Diese Massnahmen erforderten eine durchgehende Verbreiterung der Strasse.,https://zg.ch/de/planen-bauen/tiefbau/strassenprojekte/ks-381-nidfuren,False,confirmed_relevant_to_needs_review
qwen14b_hierarchical,ann_0151,bs_bauprojekte_tiefbau,Erneuerung Lehenmattstrasse,confirmed_relevant,needs_review,Ein bestehender Velostreifen wird zu einem abgetrennten Veloweg und damit zu einer eigenständigen Weggeometrie.,"The source mentions the creation of an abgegrenzter Veloweg (separated bike path), which could imply a physical separation. However, the exact nature of the separation is not specified.","Der Velostreifen zwischen Nasenweg und Baldeggerstrasse, der im Gegenverkehr unter der Autobahn hindurchführt, wird zum abgetrennten Veloweg.",https://www.bs.ch/bauprojekte/bauprojekte-fuer-strassen-gruenanlagen-gewaesser/erneuerung-lehenmattstrasse,False,confirmed_relevant_to_needs_review
qwen14b_hierarchical,ann_0189,sg_planauflagen_kantonsstrassen,"Gams: FGS 811, Feuerwehrdepot - O9.010.005.2901; Öffentliche Planauflage vom 25. März bis 23. April 2026",needs_review,not_relevant,Planauflage zu Fussgängerstreifen ohne Projektbeschreibung; mögliche lokale Geometrie bleibt nur in Unterlagen prüfbar.,The source text does not contain any information about road or path geometry updates.,No specific geometry or topology changes are mentioned.,https://www.sg.ch/bauen/tiefbau/oeffentliche-planauflagen-kantonsstrassenprojekte/abgeschlossene-planauflagen/garns--fgs-811--feuerwehrdepot---o9-010-005-2901--oeffentliche-p.html,False,needs_review_to_not_relevant
qwen14b_hierarchical,ann_0197,zh_baustellen,Strassenprojekt Gossau Grütstrasse,confirmed_relevant,needs_review,Zwei neue Fussgängerübergänge mit Mittelinseln und ein neues Trottoir schaffen dauerhafte lokale Querungs und Weggeometrien.,"The source mentions the construction of new pedestrian crossings with central islands, which could imply a TLM geometry update, but there is no concrete confirmation of these changes being implemented.",Im Bereich der Einmündungen «Im Zentrum» und «Wüeristrasse» werden zwei neue Fussgängerübergänge mit Mittelinsel gebaut.,https://www.zh.ch/de/planen-bauen/tiefbau/baustellen/strassenprojekt-gossau-gruetstrasse-.html,False,confirmed_relevant_to_needs_review
qwen14b_hierarchical,ann_0210,sg_tiefbau,Öffentliche Planauflage Kantonsstrassenprojekte,not_relevant,needs_review,Übersichtsliste zu Planauflagen ohne konkrete Beschreibung eines einzelnen Infrastrukturvorhabens.,The source lists several projects but does not provide enough detail to confirm any specific TLM geometry updates.,"Projects listed such as 'Geh- und Radweg Scheidwegkreisel, Bogenstrasse' suggest potential geometry changes, but lack concrete details.",https://www.sg.ch/bauen/tiefbau/oeffentliche-planauflagen-kantonsstrassenprojekte.html,False,not_relevant_to_needs_review
qwen14b_hierarchical,ann_0213,sg_planauflagen_kantonsstrassen,"Flawil: Geh- und Radweg Scheidwegkreisel, Bogenstrasse - B79.5.010.017; Öffentliche Planauflage vom 22. April bis 21. Mai 2026",confirmed_relevant,not_relevant,Planauflage für Geh und Radweg zwischen Scheidwegkreisel und Bogenstrasse beschreibt eine neue dauerhafte Langsamverkehrsverbindung.,The source text describes an open planning period for a public announcement regarding a pedestrian and cycle path. It does not contain any concrete evidence of a TLM geometry update.,No specific geometry or topology changes are mentioned.,https://www.sg.ch/bauen/tiefbau/oeffentliche-planauflagen-kantonsstrassenprojekte/laufende-planauflagen/flawil--geh--und-radweg-scheidwegkreisel--bogenstrasse---b79-5-0.html,False,confirmed_relevant_to_not_relevant
qwen14b_hierarchical,ann_0228,be_region_seeland_berner_jura,Radwegverbindung Bellmund - Hermrigen,confirmed_relevant,not_relevant,Neue durchgehende Radwegverbindung zwischen Bellmund und Hermrigen schafft eine dauerhafte Langsamverkehrsachse.,"The source describes planning and public participation for a cycling route, but does not contain any concrete evidence of a persistent TLM geometry update.","The project involves resurfacing and adding cycling paths, but no specific geometry changes are mentioned.",https://www.kantonsstrassen-projekte.bvd.be.ch/de/start/region-seeland-berner-jura/radwegverbindung-bellmund-hermrigen.html,False,confirmed_relevant_to_not_relevant
qwen14b_hierarchical,ann_0250,be_region_berner_oberland,Sanierung Ortsdurchfahrt Matten,needs_review,not_relevant,"Ortsdurchfahrtssanierung mit Querungslösungen und Gestaltung, aber ohne belegte neue Linienführung oder Netzverbindung.",The source describes road surfacing and other non-geometric improvements.,Sanierung Strassenoberbau mit Ersatz der Randsteine und des Deckbelags,https://www.kantonsstrassen-projekte.bvd.be.ch/de/start/region-berner-oberland/sanierung-ortsdurchfahrt-matten.html,False,needs_review_to_not_relevant
qwen14b_hierarchical,ann_0262,zh_geplante_strassenprojekte,Geplantes Strassenprojekt Richterswil (Samstagern),confirmed_relevant,needs_review,Zwei neue Kreisel und Schliessung einer Radweglücke ändern Knotenlogik und Langsamverkehrsnetz.,"Plausible signals for new roundabouts and closing a bike path gap, but no confirmed implementation.","Das kantonale Tiefbauamt plant, im Frühjahr 2027 mit den Bauarbeiten zu beginnen. An beiden Kreuzungen soll in Zukunft ein Kreisel den Verkehrsfluss an der Bergstrasse erhöhen und die Sicherheit verbessern. Gleichzeitig soll ein rund 1,2 Kilometer langer Abschnitt der Bergstrasse saniert werden. Die in diesem Bereich bestehende Radweglücke von 400 Metern soll geschlossen werden.",https://www.zh.ch/de/planen-bauen/tiefbau/geplante-strassenprojekte/geplantes-strassenprojekt-richterswil--samstagern-.html,False,confirmed_relevant_to_needs_review
